cluster,,,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m
gas,links,residential urban decentral gas boiler0,-72685065.45782033,-94862023.33530533,-50901349.78293571,-32548617.97527596,-32656014.279710352,-29936498.855679654,-33333077.301279403,-72673110.44320057,-109681443.49564111,-129135738.37796997,-128947505.45971762,-136351373.38513684,-124133655.32721609,-26805198.06827756,-50728827.260299295,-79918561.50589369,-47275663.872234635,-31079260.22054164,-32799456.276138898,-30729395.086889368,-32622652.191412855,-50734141.77567988,-80808429.0749022,-108506533.3347542,-119881307.47699137,-130382568.88570067,-126747126.55553445,-27821416.878844693,-50755549.17080732,-79737578.14443831,-47509434.66643248,-31223414.831962023,-32179074.090894673,-30347637.833186235,-32459127.24405617,-50756062.83985156,-80406316.79681554,-108990363.8268432,-120132180.99617228,-131027138.24800919,-125903066.96749187,-27047962.700139027,-50777410.536233276,-80908377.85296589,-47166952.85079786,-31146172.548433375,-32666628.956407744,-30704589.467637733,-32393288.83636307,-50789596.77965651,-82034096.33220312,-110022166.02815153,-120105774.35584407,-131229082.97856076,-125173906.80351138,-26927773.362375576,-50884737.13648118,-80899355.17160694,-47790943.67626963,-31079732.33509601,-32144774.90033849,-30332325.20428742,-32562542.689855576,-50887700.27930641,-81793793.42054062,-109312543.52816714,-120386007.68940213,-130868120.9940582,-124704769.71352173,-26983542.18300664,-55625062.33519318,-82093459.19785573,-47972620.24052268,-31259807.14789265,-31953288.694467053,-30037559.251487415,-33039142.49900704,-55643244.31915022,-82483938.2209317,-109317740.55759487,-121205841.07314621,-132877610.03864864,-126642248.72873211,-27343555.104484238,-52911842.03057626,-82275714.76555592,-47481325.50963929,-31458550.72033477,-31724949.259034693,-30156178.286969047,-35449923.95005496,-52907091.63767659,-82275462.89445916,-109566991.30778268,-121670953.09996207,-132652758.19890071,-126591835.1037384,-27460406.41574678
gas,links,services rural gas boiler0,-430326729.35037154,-325049905.076705,-71760522.01426804,-55754524.43439656,-37170678.8815892,-23588714.526492786,-23363869.586705502,-430301335.247816,-423360697.68039525,-414087344.73655254,-320826062.67270964,-244501367.7173324,-185869608.18752882,-37643908.60792434,-321778497.74959123,-246148567.7934003,-62802093.968250625,-48513378.596818864,-30631800.637977418,-22595332.11384611,-19938801.931072917,-321780274.30477405,-261769118.217718,-232459684.11835647,-204862676.09476748,-181633524.28060925,-185214843.723003,-37640816.578523405,-322138663.12697065,-245735325.50974023,-63140558.454002194,-48105528.18887856,-30386929.85092473,-22868005.709706265,-19579854.262614604,-322138511.25340325,-260313474.90824467,-225905732.75261673,-197637656.06061676,-178132498.42867082,-184600886.62988058,-36968979.29524709,-322604367.52443475,-246889367.04467735,-63058387.26155902,-48217481.565442376,-30229107.871926256,-22914365.055230916,-19476183.436871354,-322595270.5732986,-262136124.21346253,-224707892.0913474,-195024604.5007428,-176307097.6362402,-183734891.6516192,-37104581.88789367,-324352251.73169374,-247602792.16733506,-62928024.013207786,-48628689.81787842,-31009636.537086535,-22975113.470810443,-20888340.80833867,-324340704.8620709,-264261763.27405342,-226133133.349221,-196320786.21616676,-177546864.58803397,-183997029.20499766,-37558333.04909552,-296009954.64920634,-242878662.54098472,-62279771.00173763,-47921500.95719802,-29306238.61541401,-23387726.998651937,-20596131.263741814,-296013319.3829062,-251458117.65671533,-221214952.83760437,-193730797.24087912,-178763387.81218803,-186900678.58593416,-38321347.839869216,-276153590.08471817,-243014246.18576387,-61754595.6055662,-47101931.93224533,-28396940.60037548,-22433651.43835108,-20818494.716325715,-276142810.8165808,-243011746.3897337,-219470308.75047058,-193572540.68353447,-178934168.1480394,-189393731.24276987,-36992367.561412394
gas,links,services urban decentral gas boiler0,-35918657.823517464,-40401256.078379594,-17071055.877638012,-10046496.834459031,-11343175.857766127,-10459667.240113363,-13608559.798719352,-35929551.51545584,-48223587.77288232,-49439801.56522528,-52023287.3538102,-53229406.61038385,-47755941.3046556,-8528488.30978709,-26692638.88127361,-36216120.339645594,-17049751.987633385,-10305422.300445331,-10284790.68784751,-9752475.553134346,-12475761.145301465,-26690606.984056253,-36817077.34503761,-44575247.10431032,-45678452.97763138,-50457834.27050408,-49370488.14029358,-8725959.63801395,-26696823.81863576,-36599097.3102655,-16812239.919995032,-10232465.348488351,-10907752.987872036,-10171745.714260867,-12694251.83617573,-26697419.638383392,-37188063.85007251,-44408282.974062696,-45710605.53065912,-50930383.00797349,-49115416.70843564,-8550484.95162278,-26707039.15856189,-36610894.08080329,-17011245.95621264,-10249144.589935923,-10399831.035704572,-9793716.946959835,-12768788.57451904,-26700796.514768645,-37227749.23624065,-44613402.303672776,-45844750.11780021,-51060586.54257356,-48854609.25445334,-8426802.000154004,-27191454.022971537,-36595962.66276371,-16507598.319590298,-10325437.098153576,-10866576.11091022,-9956032.393719997,-12633899.253956076,-27200415.04449502,-37088389.6685929,-44713957.60940882,-45732705.097805314,-50770266.865252115,-48587901.29780471,-8286415.591973234,-28269882.639666837,-36500635.418074206,-16285587.83363322,-10162856.709115706,-10813492.967272537,-9956782.066632591,-12710961.715801159,-28274331.821853414,-36930583.294720866,-44431828.22137374,-46106719.05858913,-52035994.37022753,-49712652.000104085,-8230501.890473847,-27080618.96922023,-36862782.327688664,-16546434.738938324,-10048065.642437832,-10927733.702950435,-9824990.49258258,-13175346.990487175,-27079284.893387984,-36863663.96499395,-44825066.53744352,-46147053.93245846,-51472749.05307021,-49389296.96384871,-8275411.436005389
gas,links,urban central gas CHP CC0,-1413.858447204978,-3697.22904560542,-191.08827038773586,-229.0922162246408,-117.93569936840035,-11.28699902881303,-11.206934913236191,-1236.374000536054,-1923.3651519621826,-7562.206698834218,-1316.1319332449823,-3176.3323189859843,-468.6962971914127,-133.8437486324904,-238.65293345380323,-153.2969882061403,-616.2348842186846,-236.86713113406813,-93.80756897656876,-9.449728926343653,-6.068064753632515,-471.29817974098455,-169.13848610726373,-477.3787112779472,-299.2976848840435,-588.9822453032643,-330.07233839302467,-127.51183662871254,-258.53599069227334,-2211.1208402073066,-158.27652725984015,-206.47438386922448,-120.70507016650923,-5.468658842609442,-11.298905426712636,-271.46074846085486,-164.14358726743578,-265.1171425788042,-425.97007827343504,-803.4739643928467,-354.91031278855655,-84.00202499671042,-378.4797433239476,-224.30565406327682,-233.28654956030687,-235.09657986663166,-107.28567138632157,-12.285559907424535,-0.6088144027929064,-641.6272033554566,-288.01406298051586,-228.336855464451,-333.69775520434837,-744.2576821391981,-541.014462962713,-104.16276059581905,-570.3274187953466,-226.08039675436845,-79.94886193237848,-533.488978831798,-69.16731666977913,-5.861839829092129,-5.8972281307356935,-227.0453919544529,-182.60595895247283,-141.91066266132137,-114.44644282714744,-742.7492028665091,-357.2568606120614,-76.3226480785051,-361.9653255123643,-4438.938278849301,-359.81048515794106,-284.7271805317842,-66.82396674186857,-11.881055661957896,-21.49202022078286,-354.66893225668076,-399.3952270995104,-611.2483563116632,-88.09262319287565,-260.5835869468434,-471.0066356298731,-78.35785254907483,-293.1874214853988,-151.99156849395354,-306.0765720181073,-195.2474552399106,-68.92199781366925,-6.0824680262847,-22.67694255094009,-228.04687346480628,-131.53954963424272,-565.9534252315887,-297.32360989997557,-135.93615084874807,-251.9118510650679,-62.06256372158981
gas,links,urban central gas CHP0,-5720.94476611681,-159934704.1101778,-19938702.114769865,-17616327.543021347,-40238975.540162,-43707223.032409236,-61793112.44304769,-5006.212011244722,-4298.798748186739,-275548865.79226434,-569046246.379774,-669760112.5424284,-350821016.7325739,-56209032.12668234,-676.700115367241,-644636.9554266125,-7918684.2373022875,-9358538.83797019,-38399405.83950958,-36754905.19064613,-48801642.89097279,-1261.7894586285665,-713.040633812238,-87031120.62384984,-179457570.7771041,-439463942.8191273,-399383261.6928899,-56731830.20668291,-709.2200755370434,-733012.3264020788,-7983912.672591788,-9578248.393179566,-38528639.13861797,-36785370.370451264,-48864837.35590933,-723.9406845014381,-725.9560491258344,-66354132.21753933,-188768921.2706103,-407775396.7402594,-386163563.6435946,-54280982.89793836,-1060.9148007862566,-825945.8205614607,-8229211.912213534,-10205259.415790508,-38867850.62239673,-36926470.98169898,-49131342.818090945,-1744.9908414036372,-1305.1809205799282,-57505714.17138181,-177672657.27599928,-389699355.38992286,-372247061.42345107,-52875582.25173945,-1395.735827055282,-976331.1527570046,-7904515.192819208,-10900278.103996659,-37920960.65936333,-36497779.60859022,-49958874.493791424,-629.5330751274078,-736.6702191087,-51421784.85890879,-172228021.8521112,-384870576.3903714,-375979397.2016677,-53305798.141149156,-1351.8133950340468,-1228553.4618078382,-7600480.121941476,-10797888.369932106,-38008623.340509206,-37510181.01504484,-68396917.4144374,-1289.2511136735598,-1528476.6347954334,-50837268.513361916,-167082679.2891244,-307794257.50193465,-289937556.59774065,-50846997.953160934,-1115803.8917049884,-4214801.681903234,-8473805.234953424,-13579124.349406734,-39685406.21793858,-38073993.60946361,-74232524.19528784,-1115858.4184985028,-4213043.965505206,-69124500.71005103,-179671574.72338384,-303435742.0838015,-272832974.34158397,-51284839.215528436
gas,links,urban central gas boiler0,-1303834729.2408123,-1226754562.076163,-239395690.4237807,-187288408.60067123,-164672750.54933268,-104999790.87999116,-87559198.8398146,-1303835608.8668003,-1386209420.1901853,-1314517436.13468,-1201470251.2448444,-1066341493.8366568,-746230102.6663419,-62122491.18930755,-1122359979.2269504,-895429995.7802713,-185822113.96983108,-149556707.57825235,-124016996.6236066,-82778022.15722391,-70875057.26814732,-1122356536.8825366,-1087520762.9947758,-1072951460.6526651,-1039865457.5962466,-892941231.8608531,-773099077.2404721,-66300079.21279309,-1121546389.2597322,-894474880.8407476,-185471556.13584983,-149140606.7175502,-123735009.7121941,-82671523.65803048,-70865091.6151281,-1121542907.0487223,-1086061798.3606029,-1032793792.6788324,-984228850.954182,-862193657.881869,-769663593.5461324,-63531871.14628569,-1120394462.2327237,-892862770.740596,-185115938.98662397,-148504892.58990163,-123543776.9624489,-82541265.71865383,-70801972.50818339,-1120397787.2524889,-1093236231.656139,-1021959632.8926076,-969259186.7123075,-849206091.2687128,-760933948.4394705,-62537371.73275405,-1116096843.7000144,-886080050.5709922,-183249517.89295557,-146625147.02046162,-122594626.91066094,-81516687.80824251,-69388656.52775528,-1116095318.714154,-1101413755.7084725,-1031660747.1326674,-979050153.5311248,-857436723.3982158,-767211139.5764353,-63156505.085064895,-907341554.6814145,-911890906.604724,-176508217.35258952,-142025232.41986376,-120151407.89399277,-78330971.94868462,-72463361.95776851,-907351693.7785246,-940422157.8604884,-955544502.1837629,-910047918.2582939,-819268345.3297279,-736947743.2386011,-75502458.43285653,-819192035.6632949,-893421874.5713141,-174943476.74692863,-139541437.9010188,-119830647.26662101,-76853776.73086986,-73034834.48726216,-819193835.9972373,-893427956.6109401,-907422293.5186435,-866761741.0908701,-787585485.6139205,-725683584.6365714,-79471874.80738372
gas,stores,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gas for industry,links,gas for industry CC1,47.378431699879336,107.88544093220477,336253709.51400757,380329983.5858216,380389995.2635323,160045700.78481597,5.599700074326565,41.559519141721445,151.13946212377914,266.95245632772736,39.00384395107286,80.39530090840921,12.48913297789033,119713233.16797462,19.552680191912145,7.873158489583948,380279880.46306336,380329984.86720836,380389994.69478625,157666443.00612155,2.8015604221819657,38.11655819544765,6.514141445332014,16.058790967904493,11.8062684303709,34.24084734232818,24.002789122588236,98907607.23473684,11.573119982615,140.6230402365325,380279977.6593948,380329986.998825,380389995.4351461,158442910.0052263,4.050647805505679,23.413347293618223,8.798445468445472,14.979353125119115,14.758090912495312,46.13589575056832,14.719122581353622,120241787.3808701,15.250509608920366,23.860196709549292,380279974.0274985,380329983.19932926,380389993.67995095,159364004.02921587,0.23797086826728475,30.1605914626383,7.1828853130445935,12.001609951406188,6.235777383325865,36.88658333761843,35.47097601532926,133379100.48402217,35.46661812144568,20.27731962023016,380279990.3847572,380329965.37602234,380389997.83001524,160384735.60356662,3.6773299231140695,9.436941483275492,10.691515296798057,8.907704257080157,8.456436627903257,27.918846165737868,19.687353944378152,127287927.41578147,20.812597112051712,250.96088737519096,380279948.4784326,380329977.6468493,380389996.83061624,161808839.81671247,8.985054503675737,14.509026548204467,31.200300358120106,33.39481278321215,6.028445004493355,7.528852173106219,17.888119519110578,54139401.387652285,23.783046575044995,5.798596558399476,380279968.9706249,380329981.77215505,380389994.5574658,166745444.8193856,9.002998243798888,17.122955186927566,7.0634055683130175,17.607573915143305,5.462005505756315,5.109519013651627,26.242453298923383,30875362.817175094
gas for industry,links,gas for industry1,380269952.62508804,380269892.1180791,44026290.485032186,16.417199406112278,4.738820255731767,220404299.21690926,380499994.39715767,380269958.4440004,380269848.8640573,380279733.04658425,380329960.99907494,380389919.6070201,380449987.5125864,260786766.8288653,380269980.4508402,380269992.1303609,119.53597677035577,15.135717011862873,5.307537184877405,222783556.99560705,380499997.1952829,380269961.8869621,380269993.4893787,380279983.94024813,380329988.1966518,380389965.76147276,380449975.99893093,281592392.76210225,380269988.43039966,380269859.38047945,22.33964445439051,13.004112613523683,4.5671819178929445,222007089.99649483,380499995.9462026,380269976.590173,380269991.205076,380279985.0196866,380329985.2448294,380389953.86642367,380449985.2825981,260258212.61597,380269984.75301045,380269976.14332277,25.971541984181385,16.803608914084073,6.322374264492473,221085995.97250918,380499999.7588691,380269969.84292907,380269992.820635,380279987.9974305,380329993.76714253,380389963.11573607,380449964.53074443,247120899.51281777,380269964.53690237,380269979.7262001,9.614283538954624,34.627035618022354,2.1723089597339205,220065264.39815456,380499996.3195105,380269990.5665787,380269989.31200427,380279991.0913356,380329991.54648346,380389972.0834728,380449980.31436545,253212072.58105835,380269979.1909232,380269749.0426333,51.520607621881936,22.356129856905554,3.171707999414665,218641160.18501726,380499991.01179236,380269985.49449384,380269968.8032186,380279966.60422665,380329993.97447604,380389992.47346824,380449982.1136001,326360598.60918784,380269976.22047335,380269994.2049242,31.028415418375516,18.23080369834268,5.4448731105976265,213704555.18234256,380499990.9938434,380269982.8805651,380269992.9401145,380279982.39146614,380329994.5409139,380389994.89280033,380449973.75926596,349624637.179665
gas for industry,loads,gas for industry,-380269999.99999994,-380269999.99999994,-380280000.00000006,-380330000.0,-380390000.00000006,-380450000.00000006,-380500000.0,-380269999.99999994,-380269999.99999994,-380280000.00000006,-380330000.0,-380390000.00000006,-380450000.00000006,-380500000.0,-380269999.99999994,-380269999.99999994,-380280000.00000006,-380330000.0,-380390000.00000006,-380450000.00000006,-380500000.0,-380269999.99999994,-380269999.99999994,-380280000.00000006,-380330000.0,-380390000.00000006,-380450000.00000006,-380500000.0,-380269999.99999994,-380269999.99999994,-380280000.00000006,-380330000.0,-380390000.00000006,-380450000.00000006,-380500000.0,-380269999.99999994,-380269999.99999994,-380280000.00000006,-380330000.0,-380390000.00000006,-380450000.00000006,-380500000.0,-380269999.99999994,-380269999.99999994,-380280000.00000006,-380330000.0,-380390000.00000006,-380450000.00000006,-380500000.0,-380269999.99999994,-380269999.99999994,-380280000.00000006,-380330000.0,-380390000.00000006,-380450000.00000006,-380500000.0,-380269999.99999994,-380269999.99999994,-380280000.00000006,-380330000.0,-380390000.00000006,-380450000.00000006,-380500000.0,-380269999.99999994,-380269999.99999994,-380280000.00000006,-380330000.0,-380390000.00000006,-380450000.00000006,-380500000.0,-380269999.99999994,-380269999.99999994,-380280000.00000006,-380330000.0,-380390000.00000006,-380450000.00000006,-380500000.0,-380269999.99999994,-380269999.99999994,-380280000.00000006,-380330000.0,-380390000.00000006,-380450000.00000006,-380500000.0,-380269999.99999994,-380269999.99999994,-380280000.00000006,-380330000.0,-380390000.00000006,-380450000.00000006,-380500000.0,-380269999.99999994,-380269999.99999994,-380280000.00000006,-380330000.0,-380390000.00000006,-380450000.00000006,-380500000.0
home battery,links,home battery charger1,4020.74424022135,1487.444339618731,7459.198577763346,245236.25935910275,931837.5779259449,815010.1164558285,847245.4863778127,4004.472967462725,1594.1061641931044,4679.000885787065,1059.4074632350478,82801.53578675729,86788.78816588504,61147.641062821756,1021.6287452981317,451.14411138494523,46032.19061316466,448347.7225270478,451305.53631638025,332037.23279546417,417601.6070166085,2092.4831114574354,593.4001585803521,1685.4655909787393,914.81382344633,178874.02651546663,150822.01143351762,107786.13824845641,820.157481789594,4371.044486654907,43711.356975969094,449403.118180407,451580.46254949225,330652.99241803563,417454.6352930996,1165.8597540306994,950.4233855715493,1518.4827988972404,1604.0313605822323,197985.54676454084,166634.3420769867,116550.20283445758,1042.4541217079002,765.728391568741,41585.44349461585,446342.3639624747,448776.35793788615,328221.26260342426,414544.1023112423,2143.337307747412,928.3187379812405,982.5696984167769,1157.0448906406148,198391.31338422364,169337.25608894366,117915.92691681153,2206.1696923153936,738.2836978223836,41465.278856452176,430233.27405323304,429647.7684726261,309046.47960146784,399141.0715692267,737.0539163880923,775.6542220987805,646.9170796247497,634.3182988447383,201897.48847327806,168776.3567206346,117918.24534991382,1362.8739893555032,19270.91556412564,40109.049918418685,411623.6033393565,447638.04242017586,327359.1590525785,411927.90009180846,1124.8918774951296,2265.539971826016,3652.9270547376113,485.9847471957259,200976.63867502921,171714.74389287844,117280.16934881103,1106.9510002609507,507.69761889329806,33499.298077425694,455016.24624836165,455974.54117249366,339330.8776034333,434152.8976109574,877.9808240952768,544.6417047597081,2523.543660680381,3373.7888467327366,201503.25578516742,175482.26495882863,117654.3423824685
home battery,links,home battery discharger0,-4020.7424735591094,-1487.4444996112256,-7459.199370475675,-245236.28511980004,-931837.6757790747,-815010.2020391062,-847245.5753470194,-4004.471202639245,-1594.1063412856638,-4679.001379568334,-1059.407574993438,-82801.54448261786,-86788.79728089609,-61147.647489440365,-1021.6282900665001,-451.1441587811164,-46032.195452392174,-448347.76960786106,-451305.5837078793,-332037.26766291435,-417601.6508684827,-2092.4821791315157,-593.4002209846007,-1685.4657701545518,-914.813919814692,-178874.04529901376,-150822.02727112104,-107786.14956861812,-820.1571163658489,-4371.044959960528,-43711.36156610764,-449403.1653733971,-451580.5099703275,-330653.0271394452,-417454.6791299748,-1165.8592345728332,-950.4234854660009,-1518.4829599739905,-1604.0315297309535,-197985.5675565291,-166634.35957500388,-116550.21507341828,-1042.4536575104298,-765.7284720709972,-41585.4478617423,-446342.4108341765,-448776.4050639054,-328221.29706987366,-414544.1458418305,-2143.3363528253194,-928.3188358237229,-982.5698017026798,-1157.045012327199,-198391.33421703722,-169337.2738708917,-117915.93930205285,-2206.1687104132707,-738.2837753810256,-41465.28321066798,-430233.3192459983,-429647.8135899007,-309046.51205403416,-399141.1134824075,-737.0535879737756,-775.6543036081002,-646.9171475822817,-634.3183655635542,-201897.5096745245,-168776.3744436066,-117918.25773244906,-1362.8733821532173,-19270.917618860738,-40109.05413132167,-411623.6465695711,-447638.08942647564,-327359.1934290568,-411927.9433481585,-1124.8913763313044,-2265.5402133323405,-3652.927440577148,-485.98479823677707,-200976.65977930848,-171714.76192442788,-117280.18166466967,-1106.9505070918729,-507.69767225182414,-33499.301596159305,-455016.29403299396,-455974.58905637066,-339330.9132367959,-434152.9432007581,-877.9804329111663,-544.6417619922884,-2523.543927911683,-3373.7892013889013,-201503.2769446983,-175482.28338597706,-117654.35473808469
home battery,stores,home battery,-3.2526065174565133e-16,-1.726049858596923e-16,1.8272276053332703e-14,2.2987080988690067e-13,2.3304593931711137e-12,1.3926868555960703e-12,5.400108528744174e-12,-3.4954678040932663e-16,1.8279648628105605e-16,-1.777224201138239e-15,3.924811864397526e-17,2.34595112433289e-13,-7.089316113317867e-14,-2.2715813605134194e-13,-3.6017196169968457e-16,-2.918672248330978e-16,6.355159454241033e-15,5.967238422138754e-13,2.302009928165094e-12,-1.1652894361252608e-12,-4.831304627195276e-13,-5.984795992119984e-17,-1.7564075194265172e-17,-7.047314121155779e-17,1.0234868508263162e-16,5.401495223322783e-13,3.408339149107986e-13,5.824759077843744e-13,-1.0516761073109393e-16,-1.4996684449819497e-15,-1.4303662421166763e-14,-1.9326983589917912e-12,-2.487699716363645e-13,1.3358209666452375e-12,9.952433842330688e-14,-1.43982048506075e-16,-2.1098574276567916e-16,1.1492543028346347e-16,5.160802341031001e-16,3.405505044629109e-13,-7.10403524201153e-13,5.664479302280867e-14,-1.6696713456276768e-16,-2.424276057677588e-16,-1.7066133662507754e-13,-7.673905998498154e-13,-1.279451804919729e-13,2.0747957930715433e-12,4.405364148560992e-13,-7.108029442814967e-16,-1.2880321809127793e-16,-6.396792817664476e-17,1.2663481374630692e-16,-7.249277133442034e-13,7.10109054891106e-13,4.26108367340694e-13,-1.1188966420050406e-16,-1.3227266504323154e-16,-3.765722271769495e-13,1.806163725526222e-13,4.0519681793887985e-13,1.1544411260278054e-13,6.679180862903533e-13,-3.903127820947816e-17,7.37257477290143e-18,-2.4210234511601314e-16,3.838075690598686e-17,2.5565357122947496e-13,-4.547902852924945e-13,7.676814912926933e-13,-2.3657291403633707e-16,-1.325155263298683e-14,-9.269061213013075e-14,-1.7055458607917462e-12,-2.0357217430863606e-12,8.811714378997859e-13,-5.257224777038827e-13,-4.462576141950336e-16,3.443426099813962e-16,1.1362438767648086e-16,1.734723475976807e-18,-9.928733182840155e-14,-1.5921949089031662e-12,6.392668512600341e-13,-8.422082475867398e-16,-2.8124204354273985e-16,-4.336487766098962e-13,-8.172100149361761e-13,-1.776337865862232e-12,1.518126255132049e-12,6.821067148610194e-13,-1.929879867024198e-16,-9.107298248878237e-17,3.0487765090292385e-16,2.6259376617598917e-16,4.1245522622301856e-13,-8.522707279495778e-14,3.2659096781129104e-13
lignite,generators,lignite,1331231436.9706922,20191623.27563714,19.77785191776445,8.430554292648418,1463313.2157008043,233565.72320370478,610582.3858434049,1331232012.5523314,730295262.7132547,445307590.0965635,115807996.15743332,14527630.687467344,667339.0639997309,2.425759455691921,1331173350.5517068,127994514.80174899,4485.7484757651655,19797.015694848655,1831805.6298637209,234367.16362403464,386552.62901860994,1331172377.6725547,728306195.7838213,445608872.33715737,292907861.3070947,51828018.72135976,712358.0124980884,5.047634567399382,1331237396.4871135,131837555.25040019,6588.590816024189,19800.613215061516,1865121.1463075494,240170.9233644036,357151.05620169814,1331237322.4000034,726975139.6515855,443596483.3301826,367103893.74882704,73614189.92804736,793762.8940868445,2.260328791440765,1331283938.0777245,135267967.51107067,17494.392046814122,19798.45814649964,1848377.4140258904,243105.12142334264,339670.4926431715,1331283645.5176694,723050039.5111302,437955859.97097325,366641642.2935339,93798158.2058902,780146.4032746907,3.766068476145643,1326921081.8716152,142039047.93722427,7426.516778147397,19807.644171665983,1819582.3276604582,236624.80749344046,330703.58211924427,1326920109.7299576,714363610.5170333,429593651.9265266,359548673.81419504,112273852.26982586,703069.5902444473,2.183363252328343,1176257361.104042,145381941.8602252,26051.9960526625,103864.87837294841,2668544.7796288077,639556.5289801897,671823.8742283408,1176259883.8045795,608066795.7648904,345190869.07948846,287972654.7006472,123328463.90964971,712351.9075411966,2.6638057193517817,77716463.66789627,75779306.92934917,336451.19858888886,1002121.5352485322,2765700.7349556363,630960.4144463988,650217.0390060174,77716962.17767775,75778939.8982291,52375487.54755745,39278358.91790685,11874888.701609146,712349.0776656816,1.3091424960857745
lignite,links,lignite0,-1331231436.973337,-20191623.276013106,-19.779799905771355,-8.437094420692148,-1463313.215722714,-233565.72320700932,-610582.3858569273,-1331232012.5544002,-730295262.7141517,-445307590.0967589,-115807996.15744641,-14527630.687490651,-667339.0639481036,-2.4452260326864947,-1331173350.5517268,-127994514.80175109,-4485.745972259319,-19797.015701968325,-1831805.62987361,-234367.16365664906,-386552.6290181475,-1331172377.6725986,-728306195.7838287,-445608872.33732074,-292907861.3070997,-51828018.721363425,-712358.0124485601,-5.0642762541429445,-1331237396.487136,-131837555.25175762,-6588.591604245909,-19800.61196462296,-1865121.146317434,-240170.92337478074,-357151.0562196423,-1331237322.4000268,-726975139.6515996,-443596483.3302882,-367103893.7488559,-73614189.92807248,-793762.8940339533,-2.2701358462983947,-1331283938.0777779,-135267967.51108313,-17494.392558151256,-19798.45802096049,-1848377.41403335,-243105.12139229977,-339670.49265441217,-1331283645.5177119,-723050039.5111578,-437955859.97097933,-366641642.2935467,-93798158.20588978,-780146.403257217,-3.7754993220892406,-1326921081.8717685,-142039047.93722683,-7426.518845286458,-19807.639478662684,-1819582.3276847813,-236624.80750355398,-330703.5821229056,-1326920109.729974,-714363610.5170372,-429593651.926523,-359548673.8141998,-112273852.26984274,-703069.5902015067,-2.202632627284035,-1176257361.1040819,-145381941.86309716,-26051.99629083402,-103864.87669695033,-2668544.7796361977,-639556.528980894,-671823.8742220718,-1176259883.8046103,-608066795.7652194,-345190869.0796296,-287972654.7006446,-123328463.90964502,-712351.9074994314,-2.6721141600091873,-77716463.66792352,-75779306.92935228,-336451.19853374537,-1002121.5350774993,-2765700.7349821245,-630960.4144301692,-650217.0389480555,-77716962.17769857,-75778939.8982351,-52375487.54770097,-39278358.91792123,-11874888.701616721,-712349.0774487223,-1.301731047428751
lignite,stores,lignite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
